Title, Number_of_characters, Description, Gender, doNotUse, birthYear, deathDate, deathYear, ethnicity, nationality, country, region, religion, activeYearsStartYear, genre, notableWork, almaMater 
Shane Black, 2, NA, NA, 1961-12-16, 1961, NA, NA, NA, NA, NA, NA, NA, 1987, NA, NA, NA
Shane Davis, 1, comic book artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sharadindu Bandyopadhyay, 1, NA, NA, 1899-03-30, 1899, 1970-09-22, NA, NA, NA, NA, NA, NA, NA, NA, Byomkesh Bakshi and Baroda_the_Ghost_Hunter, NA
Shawn McManus, 1, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Shawn Ryan, 12, NA, NA, 1966-10-11, 1966, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, Keith Country Day School
Sheldon Leonard, 4, NA, NA, 1907-02-22, 1907, 1997-01-11, 1997, NA, NA, NA, NA, NA, 1934, NA, NA, NA
Sheldon Mayer, 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Sheldon Moldoff, 24, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Sherwood Schwartz, 7, NA, NA, 1916-11-14, 1916, 2011-07-12, 2011, NA, NA, NA, NA, NA, 1938, NA, NA, NA
Shonda Rhimes, 32, NA, NA, 1970-01-13, 1970, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, Dartmouth College and USC School of Cinematic Arts
Shotaro Ishinomori, 1, NA, NA, 1938-01-25, 1938, 1998-01-28, NA, NA, NA, NA, NA, NA, 1954, Science fiction, Kamen Rider and Cyborg 009 and Ganbare!! Robocon and Super Sentai, NA
Silvio Horta, 12, American television producer and writer, NA, 1974-08-14, 1974, NA, NA, NA, Cuban Americans, NA, NA, NA, 1998, NA, NA, NA
Simon Beaufoy, 1, British screenwriter, NA, NA, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Simon Furman, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Simon Spurrier, 2, NA, NA, NA, NA, NA, NA, NA, England, NA, NA, NA, 2001, Comic book and Science fiction, Lobster Random and Jack Point and Bec & Kawl and Harry Kipling, NA
Simone Bianchi (artist), 2, Italiancomic bookillustrator painter andgraphic designer, NA, 1972-07-10, 1972, NA, NA, NA, Italians, NA, NA, NA, NA, NA, NA, NA
Skip Williamson, 1, American cartoonist, NA, 1944-08-19, 1944, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Skottie Young, 1, American comics artist, NA, 1978-04-03, 1978, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sonny Liew, 1, Malaysian comic artist, NA, 1974-09-26, 1974, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sophie Kinsella, 1, NA, NA, 1969-12-12, 1969, NA, NA, NA, NA, NA, NA, NA, 1995, Chick lit, NA, NA
Spede Pasanen, 3, NA, NA, 1930-04-10, 1930, 2001-09-07, 2001, NA, NA, NA, NA, NA, NA, NA, NA, NA
Spider-Man, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stan Daniels, 1, Screenwriter producer director, NA, 1934-07-31, 1934, 2007-04-06, 2007, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stan Lee, 340, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stan Sakai, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stanley Weiser, 1, American screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Staz Johnson, 3, Englishcomic book artistandpenciller, NA, 1965-08-12, 1965, NA, NA, NA, English people, NA, NA, NA, NA, NA, NA, NA
Stefano Caselli, 9, Italian comic artist, NA, 1978-02-21, 1978, NA, NA, NA, Italians, NA, NA, NA, NA, NA, NA, NA
Stephanie Savage, 10, Canadian screenwriter, NA, NA, 1969, NA, NA, NA, Canada, NA, NA, NA, NA, NA, The O.C. and Fastlane (TV series) and Gossip Girl, NA
Stephen Colbert, 1, NA, NA, 1964-05-13, 1964, NA, NA, NA, NA, NA, NA, NA, NA, Comedy music and Sketch comedy and Political satire and Deadpan and Character comedy and Improvisational theatre and News satire, NA, NA
Stephen Fry, 1, NA, NA, 1957-08-24, 1957, NA, NA, NA, NA, NA, NA, NA, 1981, NA, NA, Queens' College Cambridge
Stephen Hillenburg, 8, NA, NA, 1961-08-21, 1961, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, California Institute of the Arts and Humboldt State University
Stephen Hunter, 1, NA, NA, 1946-03-25, 1946, NA, NA, NA, NA, NA, NA, NA, 1971, Thriller (genre), Point of Impact, NA
Stephen J. Cannell, 1, NA, NA, 1941-02-05, 1941, 2010-09-30, 2010, NA, NA, NA, NA, NA, 1968, NA, NA, NA
Stephen King, 14, NA, NA, 1947-09-21, 1947, NA, NA, NA, NA, NA, NA, NA, 1967, Apocalyptic and post-apocalyptic fiction and Crime fiction and Genre fiction and Gothic fiction and Dark fantasy, The Shining (novel) and Rita Hayworth and Shawshank Redemption and Carrie (novel) and It (novel) and The Stand and Misery (novel) and Under the Dome (novel) and The Dark Tower (series), NA
Stephen Leigh, 1, NA, NA, 1951-02-27, 1951, NA, NA, NA, NA, NA, NA, NA, 1976, Science fiction, NA, NA
Stephen Merchant, 4, NA, NA, 1974-11-24, 1974, NA, NA, NA, NA, NA, NA, NA, 1998, NA, NA, NA
Stephen R. Bissette, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stephen Susco, 1, American screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, University of Notre Dame
Stephenie Meyer, 3, NA, NA, 1973-12-24, 1973, NA, NA, NA, NA, NA, NA, NA, NA, Young-adult fiction and Vampire literature, The Host (novel) and Twilight (novel series), Brigham Young University
Sterling Gates, 2, Americancomic book writer, NA, 1981-03-01, 1981, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Coogan, 1, NA, NA, 1965-10-14, 1965, NA, NA, NA, NA, NA, NA, NA, 1987, NA, NA, NA
Steve Crompton, 1, Canadian artist, NA, NA, 1962, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Dillon, 10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Ditko, 92, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Englehart, 56, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Epting, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Erwin, 2, Comic Artist, NA, 1960-01-16, 1960, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Franks, 6, American television director producer and writer, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, University of California Irvine and Loyola Marymount University
Steve Gan, 3, Chinese-born Filipino artist, NA, 1945-05-22, 1945, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Gerber, 35, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Grant, 1, American football player, NA, 1969-12-23, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Leialoha, 6, American comic artist, NA, 1952-01-27, 1952, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Lightle, 4, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve McNiven, 4, NA, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Steve Moore (comics), 1, NA, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Steve Niles, 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Steve Pemberton, 1, NA, NA, 1967-09-01, 1967, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Steve Purcell, 1, NA, NA, NA, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, California College of the Arts
Steve Rude, 1, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Skeates, 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steve Skroce, 2, NA, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Steve Uy, 2, American comic artist, NA, 1979-01-11, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steve Yeowell, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steven Butler, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steven E. Gordon, 1, Animator film director, NA, 1960-03-23, 1960, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Steven Grant, 8, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Steven Hughes, 3, American artist, NA, 1954-02-12, 1954, 2000-02-18, 2000, NA, United States, NA, NA, NA, NA, NA, NA, NA
Steven T. Seagle, 10, NA, NA, 1965-03-31, 1965, NA, NA, NA, NA, NA, NA, NA, NA, Video game and Television and Comics and Theatre and Film, NA, NA
S. N. Swamy, 2, Screenwriter who works in Malayalam cinema, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sacha Baron Cohen, 1, NA, NA, 1971-10-13, 1971, NA, NA, NA, NA, NA, NA, NA, NA, Satire and Black comedy and Cringe comedy and Character comedy and Physical comedy, NA, NA
Sal Buscema, 77, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Salim Khan, 1, NA, NA, 1935-11-24, 1935, NA, NA, Pashtuns, India, NA, NA, NA, 1959, NA, NA, NA
Sally Wainwright, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 2000, NA, NA, NA
Salvador Larroca, 21, NA, NA, NA, NA, NA, NA, NA, Spaniards, NA, NA, NA, NA, NA, NA, NA
Sam Cooper, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sam Glanzman, 1, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Sam Grainger, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sam Hamm, 1, NA, NA, 1955-11-19, 1955, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sam Kieth, 4, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Sam Kweskin, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sam Raimi, 2, NA, NA, 1959-10-23, 1959, NA, NA, NA, NA, NA, NA, NA, 1977, NA, NA, NA
Sana Amanat, 1, Comic book editor, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sandy Jimenez, 1, American comic artist, NA, 1968-03-08, 1968, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sanjay Gupta (comics), 3, Artist, NA, 1966-12-07, 1966, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Stieg Larsson, 2, Swedish writer and journalist, NA, 1954-08-15, 1954, 2004-11-09, 2004, NA, NA, NA, NA, NA, 1990, Crime fiction and Thriller (genre), Millennium (series), NA
Stuart Hill (author), 1, British writer, NA, 1958-06-04, 1958, NA, NA, NA, NA, NA, NA, NA, 2005, History and Fantasy, NA, NA
Stuart Immonen, 3, NA, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Sue Rose, 1, Television animator producer and writer, NA, 1953-08-16 and 1954-07-02, 1953, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Sue Townsend, 3, NA, NA, 1946-04-02, 1946, 2014-04-10, NA, NA, NA, NA, NA, NA, NA, NA, Adrian Mole, NA
Sujatha Rangarajan, 1, Indian screencomposer, NA, 1985-05-03, 1985, 2008-02-27, 2008, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sukumar Ray, 1, NA, NA, 1887-10-30, 1887, 1923-09-10, NA, Bengal, NA, NA, NA, NA, NA, Literary nonsense, HaJaBaRaLa and Abol Tabol, NA
Sunil Gangopadhyay, 1, NA, NA, 1934-09-07, 1934, 2012-10-23, NA, NA, NA, NA, NA, NA, 1953, NA, First Light (Sunil Ganguly novel) and Those Days (novel) and Poorba_Pashchim_(novel), University of Calcutta
Superboy (Kal-El), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Supergirl (Kara Zor-El), 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Superman, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Susan Harris, 1, NA, NA, 1940-10-28, 1940, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Suzanne Collins, 2, NA, NA, 1962-08-10, 1962, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Childrens literature and Young-adult fiction and Fantasy literature, The Hunger Games and The Underland Chronicles, NA
Syd Shores, 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Sydney Newman, 2, NA, NA, 1917-04-01, 1917, 1997-10-30, 1997, NA, NA, NA, NA, NA, NA, NA, NA, NA
Sylvester Stallone, 3, NA, NA, 1946-07-06, 1946, NA, NA, NA, NA, NA, NA, NA, 1970, NA, NA, NA
Sylvia Anderson, 14, NA, NA, 1927-03-27, 1927, NA, NA, NA, NA, NA, NA, NA, 1957, NA, NA, London School of Economics
The Wachowskis, 11, NA, NA, 1965-06-21 and 1967-12-29, 1965, NA, NA, NA, NA, NA, NA, NA, 1994, NA, NA, NA
Thea von Harbou, 1, NA, NA, 1888-12-27, 1888, 1954-07-01, 1954, NA, NA, NA, NA, NA, 1905, NA, NA, NA
Thomas E. Sniegoski, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Science fiction and Fantasy, NA, NA
Thomas Harris, 8, NA, NA, 1940-04-11, 1940, NA, NA, NA, NA, NA, NA, NA, 1975, NA, Hannibal Rising and Black Sunday (novel) and The Silence of the Lambs (novel) and Hannibal (Harris novel) and Red Dragon (novel), Baylor University
Thunderbunny, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tim Burton, 6, NA, NA, 1958-08-25, 1958, NA, NA, NA, NA, NA, NA, NA, 1982, NA, NA, California Institute of the Arts
Tim Hodge, 1, NA, NA, 1963-04-02, 1963, NA, NA, NA, Americans, NA, NA, NA, 1993, NA, NA, NA
Tim LaHaye, 8, NA, NA, 1926-04-27, 1926, NA, NA, NA, NA, NA, NA, NA, NA, Apocalypse, NA, NA
Tim Minear, 1, NA, NA, 1963-10-29, 1963, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tim Sale (artist), 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tim Seeley, 1, Comic creator, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Timothy Harris (writer), 1, American writer and producer, NA, 1946-07-21, 1946, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Timothy Truman, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Timothy Zahn, 2, NA, NA, 1951-09-01, 1951, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Fantasy, NA, NA
Tina Fey, 8, NA, NA, 1970-05-18, 1970, NA, NA, NA, NA, NA, NA, NA, 1997, NA, NA, University of Virginia
Tite Kubo, 12, NA, NA, 1977-06-26, 1977, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tobe Hooper, 1, NA, NA, 1943-01-25, 1943, NA, NA, NA, United States, NA, NA, NA, 1969, NA, NA, NA
Tobin Wolf, 2, NA, NA, 1922-07-21, 1922, 1999-06-21, 1999, NA, United States, NA, NA, NA, 1979, NA, NA, NA
Toby Whithouse, 1, English television writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 1992, NA, NA, NA
Todd A. Kessler, 1, American television director, NA, NA, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Todd Dezago, 7, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Todd J. Greenwald, 1, American television producer and writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Todd Klein, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Todd McFarlane, 33, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Todd Nauck, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Christopher, 1, American artist, NA, 1952-05-15, 1952, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Clancy, 4, NA, NA, 1947-04-12, 1947, 2013-10-01, NA, NA, NA, NA, NA, NA, 1984, Non-fiction and Crime fiction and Military history and Techno-thriller and Spy fiction, NA, NA
Tom DeFalco, 60, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Fontana, 21, NA, NA, 1951-09-12, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Grindberg, 1, Comic illustrator, NA, 1961-11-03, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Grummett, 26, NA, NA, NA, NA, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA, NA
Tom Holland (director), 1, NA, NA, 1943-07-11, 1943, NA, NA, NA, United States, NA, NA, NA, 1964, NA, NA, University of California Los Angeles
Tom Joyner (writer), 1, Writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Kapinos, 1, writer television producer, NA, 1969-07-12, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Lyle, 9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Mandrake, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Morgan (comics), 4, American comic artist, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tom Palmer (comics), 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tom Perrotta, 1, NA, NA, 1961-08-13, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Peyer, 6, American comic creator, NA, 1954-02-23, 1954, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tom Raney, 11, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tom Shadyac, 1, NA, NA, 1958-12-11, 1958, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, NA
Tom Sutton, 8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom Taylor (writer), 1, Australian writer, NA, 1978-11-29, 1978, NA, NA, NA, Australia, NA, NA, NA, NA, NA, NA, NA
Tom Tully (writer), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tom and Mary Bierbaum, 7, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tomoyuki Tanaka, 2, NA, NA, 1910-04-26, 1910, 1997-04-02, 1997, NA, NA, NA, NA, NA, 1940, NA, NA, NA
Toms (cartoonist), 1, Indian cartoonist, NA, NA, 1929, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Toni Blum, 1, American comic writer, NA, NA, 1918, NA, 1972, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tony Bedard, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Daniel, 15, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony DeZuniga, 2, NA, NA, NA, NA, NA, NA, NA, Philippines, NA, NA, NA, NA, NA, NA, NA
Tony Geiss, 1, NA, NA, 1924-11-16, 1924, 2011-01-21, 2011, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Harris (artist), 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Isabella, 14, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tony Jordan, 2, NA, NA, 1957-07-21, 1957, NA, NA, NA, NA, NA, NA, NA, 1989, NA, EastEnders, NA
Tony McHale, 9, British actor and director, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tony Moore (artist), 15, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tony Salmons, 1, American comic artist, NA, 1957-01-01, 1957, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tove Jansson, 5, NA, NA, 1914-08-09, 1914, 2001-06-27, NA, NA, Finns, NA, NA, NA, NA, NA, Moomin, NA
Tracey Ullman, 2, NA, NA, 1959-12-30, 1959, NA, NA, NA, United States nationality law and British nationality law, NA, NA, NA, NA, NA, NA, NA
Tracy Tormé, 6, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Travel Foreman, 1, Americancomic book artist, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Travis Charest, 2, NA, NA, NA, NA, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA, NA
Trevor Hairsine, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Trevor Von Eeden, 4, Comic book writer/artist, NA, 1959-07-24, 1959, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Trey Parker, 9, NA, NA, 1969-10-19, 1969, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, University of Colorado Boulder and Berklee College of Music
Tsugumi Ohba, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Tsui Hark, 1, NA, NA, NA, NA, NA, NA, NA, NA, China, NA, NA, NA, NA, NA, NA
Ty Templeton, 1, NA, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Tyler Perry, 1, NA, NA, 1969-09-13, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
T. S. Eliot, 2, NA, NA, 1888-09-26, 1888, 1965-01-04, NA, NA, NA, NA, NA, NA, 1905, NA, The Waste Land and Four Quartets and The Love Song of J. Alfred Prufrock, Merton College Oxford and Harvard University and Sorbonne
Tad Williams, 1, NA, NA, 1957-03-14, 1957, NA, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Postmodernism and Science fiction and Fantasy and Dark fantasy and High fantasy and Urban fantasy, Tailchasers Song and Shadowmarch and Memory Sorrow and Thorn and Otherland, NA
Takeshi Kimura, 1, Japanese screenwriter, NA, 1912-02-04, 1912, NA, 1988, NA, NA, Japan, NA, NA, NA, NA, NA, NA
Takeshi Konomi, 2, NA, NA, 1970-06-26, 1970, NA, NA, NA, Japan, NA, NA, NA, NA, NA, NA, NA
Takeshi Obata, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Talent Caldwell, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Tamora Pierce, 1, NA, NA, 1954-12-13, 1954, NA, NA, NA, Americans, NA, NA, NA, NA, Childrens literature and Young-adult fiction, The Song of the Lioness, NA
Tan Eng Huat, 1, NA, NA, NA, NA, NA, NA, NA, Malaysians, NA, NA, NA, NA, NA, NA, NA
Tanith Lee, 2, NA, NA, 1947-09-19, 1947, NA, NA, NA, NA, NA, NA, NA, NA, Speculative fiction, NA, NA
Tatsuo Yoshida, 1, NA, NA, 1932-03-06, 1932, 1977-09-05, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Ted Cowan, 1, British comic writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ted Griffin, 1, NA, NA, 1970-12-21, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ted Key, 1, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Tennessee Williams, 3, NA, NA, 1911-03-26, 1911, 1983-02-25, 1983, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terence Winter, 6, NA, NA, 1960-10-02, 1960, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Terry Austin (comics), 1, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Terry Beatty, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terry Dodson, 7, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Terry Kavanagh, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terry Moore (cartoonist), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Terry Nation, 1, NA, NA, 1930-08-08, 1930, 1997-03-09, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Science fiction and Comedy, Blakes 7 and Survivors (1975 TV series) and Dalek, NA
Tetsuo Hara, 2, NA, NA, 1961-09-02, 1961, NA, NA, NA, Japanese people, NA, NA, NA, 1982, NA, NA, NA
Tex Avery, 6, NA, NA, 1908-02-26, 1908, 1980-08-26, 1980, NA, NA, NA, NA, NA, 1930, NA, NA, NA
Tex Blaisdell, 1, Americancomic stripartist, NA, 1920-03-30, 1920, 1999-03-11, 1999, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Ub Iwerks, 6, NA, NA, 1901-03-24, 1901, 1971-07-07, 1971, NA, NA, NA, NA, NA, 1920, NA, NA, NA
Uma Thurman, 1, NA, NA, 1970-04-29, 1970, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Umberto Eco, 1, NA, NA, 1932-01-05, 1932, 2016-02-19, 2016, NA, NA, NA, Western philosophy, NA, NA, NA, NA, NA
Ume Aoki, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Musashino Art University
Val Mayerik, 8, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Val Semeiks, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Valerie Tripp, 2, America writer, NA, NA, 1951, NA, NA, NA, NA, United States, NA, NA, NA, NA, American Girl (book series), NA
Vaughn Bodē, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Veronica Roth, 1, NA, NA, 1988-08-19, 1988, NA, NA, NA, United States, NA, NA, NA, NA, Utopian and dystopian fiction and Young-adult fiction, Divergent (novel), Northwestern University
